invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I584356,C224450,Female,47,Food & Beverage,5,26.15,Credit Card,30/08/2021,Forum Istanbul
I534805,C293973,Female,49,Cosmetics,1,40.66,Cash,25/02/2023,Cevahir AVM
I978319,C285305,Female,48,Clothing,4,1200.32,Credit Card,20/08/2021,Metrocity
I234748,C248492,Female,19,Food & Beverage,3,15.69,Credit Card,25/08/2022,Kanyon
I325599,C225636,Male,57,Clothing,1,300.08,Debit Card,25/06/2021,Kanyon
I174217,C478400,Male,37,Food & Beverage,5,26.15,Cash,6/10/2022,Cevahir AVM
I270817,C374163,Female,32,Clothing,3,900.24,Debit Card,29/09/2021,Forum Istanbul
I619059,C173248,Male,67,Clothing,3,900.24,Credit Card,28/10/2021,Metrocity
I300503,C230013,Female,57,Clothing,1,300.08,Debit Card,25/05/2022,Kanyon
I266995,C728038,Male,52,Books,4,60.6,Cash,7/5/2022,Cevahir AVM
I194165,C268802,Male,68,Clothing,2,600.16,Credit Card,21/05/2022,Mall of Istanbul
I113054,C179484,Male,30,Food & Beverage,2,10.46,Credit Card,5/6/2021,Metrocity
I135523,C136559,Male,62,Shoes,1,600.17,Credit Card,21/03/2022,Mall of Istanbul
I240751,C666013,Female,52,Food & Beverage,1,5.23,Credit Card,18/09/2021,Kanyon
I210442,C123659,Female,51,Clothing,4,1200.32,Credit Card,22/02/2022,Forum Istanbul
I198332,C319180,Female,55,Clothing,3,900.24,Credit Card,22/10/2021,Istinye Park
I694385,C160533,Female,63,Clothing,1,300.08,Cash,27/09/2022,Zorlu Center
I122555,C465238,Male,51,Food & Beverage,1,5.23,Cash,29/05/2022,Kanyon
I225060,C535770,Female,28,Clothing,5,1500.4,Credit Card,3/1/2021,Forum Istanbul
I166214,C318391,Male,25,Souvenir,2,23.46,Cash,16/11/2022,Kanyon
I231029,C113739,Male,38,Clothing,4,1200.32,Cash,18/01/2023,Istinye Park
I347714,C694773,Male,39,Toys,1,35.84,Cash,25/11/2021,Mall of Istanbul
I139905,C120805,Female,38,Food & Beverage,5,26.15,Credit Card,15/08/2021,Kanyon
I295154,C272590,Female,52,Clothing,2,600.16,Cash,14/01/2022,Viaport Outlet
I885328,C999202,Female,68,Souvenir,4,46.92,Credit Card,11/8/2022,Viaport Outlet
I231211,C826453,Female,49,Food & Beverage,1,5.23,Cash,2/9/2021,Mall of Istanbul
I182503,C101384,Male,19,Clothing,2,600.16,Cash,3/11/2021,Metrocity
I331432,C205852,Female,66,Food & Beverage,2,10.46,Cash,29/10/2021,Kanyon
I320498,C435914,Male,59,Clothing,1,300.08,Debit Card,28/11/2022,Viaport Outlet
I107384,C265858,Male,63,Clothing,4,1200.32,Cash,29/08/2022,Kanyon
I206634,C280522,Male,38,Toys,2,71.68,Cash,6/3/2022,Forum Istanbul
I198349,C304652,Male,22,Food & Beverage,3,15.69,Cash,30/03/2022,Zorlu Center
I581600,C424817,Male,34,Cosmetics,3,121.98,Cash,20/08/2021,Zorlu Center
I185308,C403640,Male,22,Clothing,4,1200.32,Cash,17/07/2021,Istinye Park
I162438,C462070,Female,35,Toys,1,35.84,Credit Card,31/10/2021,Mall of Istanbul
I200887,C330714,Male,45,Food & Beverage,3,15.69,Cash,15/10/2021,Kanyon
I295184,C998621,Female,29,Food & Beverage,1,5.23,Cash,2/11/2022,Mall of Istanbul
I195199,C171266,Female,40,Food & Beverage,4,20.92,Cash,24/04/2021,Metrocity
I619052,C170796,Female,26,Toys,1,35.84,Cash,31/12/2022,Metrocity
I284344,C125800,Female,41,Food & Beverage,5,26.15,Debit Card,5/1/2023,Mall of Istanbul
I140774,C203627,Male,21,Books,1,15.15,Debit Card,29/12/2022,Viaport Outlet
I268953,C341903,Male,47,Books,1,15.15,Cash,11/3/2021,Istinye Park
I194075,C123034,Female,50,Clothing,3,900.24,Credit Card,19/05/2021,Kanyon
I229318,C215149,Male,40,Technology,5,5250,Cash,1/7/2022,Kanyon
I193587,C129875,Male,35,Cosmetics,2,81.32,Debit Card,10/8/2021,Metropol AVM
I198543,C258239,Male,23,Food & Beverage,2,10.46,Cash,8/4/2022,Kanyon
I283608,C316475,Male,39,Food & Beverage,1,5.23,Credit Card,27/10/2022,Forum Istanbul
I141984,C316660,Female,42,Food & Beverage,4,20.92,Cash,19/12/2021,Zorlu Center
I222392,C289488,Female,25,Clothing,1,300.08,Credit Card,14/04/2021,Metrocity
I204787,C287749,Male,39,Clothing,1,300.08,Credit Card,13/06/2022,Metrocity
I322326,C156739,Female,25,Shoes,2,1200.34,Credit Card,10/5/2022,Kanyon
I324752,C942247,Male,57,Cosmetics,3,121.98,Cash,13/08/2022,Metropol AVM
I317618,C277670,Female,32,Souvenir,1,11.73,Debit Card,11/5/2022,Mall of Istanbul
I547589,C234965,Female,61,Clothing,3,900.24,Credit Card,22/07/2021,Cevahir AVM
I917069,C149176,Female,42,Clothing,1,300.08,Debit Card,28/11/2022,Mall of Istanbul
I333013,C110573,Male,24,Clothing,5,1500.4,Cash,28/12/2021,Kanyon
I739085,C290597,Male,36,Toys,4,143.36,Cash,15/06/2021,Viaport Outlet
I990027,C330803,Female,65,Clothing,5,1500.4,Debit Card,12/4/2021,Metropol AVM
I963325,C211451,Female,47,Food & Beverage,3,15.69,Cash,7/10/2022,Mall of Istanbul
I333147,C237614,Female,20,Food & Beverage,3,15.69,Cash,27/05/2021,Istinye Park
I294768,C243099,Male,21,Food & Beverage,2,10.46,Debit Card,9/2/2023,Cevahir AVM
I490952,C308695,Male,56,Souvenir,4,46.92,Cash,20/04/2022,Kanyon
I147636,C243954,Male,47,Toys,2,71.68,Cash,12/1/2021,Mall of Istanbul
I204693,C256414,Female,35,Clothing,3,900.24,Cash,30/01/2021,Metrocity
I253608,C152387,Male,55,Cosmetics,5,203.3,Credit Card,21/03/2022,Kanyon
I170071,C277082,Male,25,Shoes,5,3000.85,Credit Card,19/01/2023,Metrocity
I193495,C150578,Female,36,Clothing,1,300.08,Debit Card,22/06/2021,Kanyon
I104704,C242578,Female,44,Souvenir,3,35.19,Debit Card,30/01/2021,Kanyon
I895179,C187208,Female,45,Food & Beverage,1,5.23,Debit Card,6/3/2021,Zorlu Center
I781658,C108631,Female,47,Books,2,30.3,Credit Card,31/05/2021,Mall of Istanbul
I312451,C184401,Female,41,Clothing,4,1200.32,Cash,29/01/2021,Istinye Park
I335475,C185997,Female,27,Books,2,30.3,Credit Card,20/02/2023,Metropol AVM
I248042,C198030,Female,28,Clothing,1,300.08,Debit Card,29/06/2021,Viaport Outlet
I232386,C707339,Female,45,Clothing,4,1200.32,Credit Card,23/06/2021,Metrocity
I272567,C135961,Female,53,Food & Beverage,3,15.69,Cash,5/2/2021,Metrocity
I199329,C216939,Female,29,Shoes,4,2400.68,Credit Card,23/08/2022,Cevahir AVM
I188447,C696354,Female,56,Toys,3,107.52,Cash,9/1/2021,Cevahir AVM
I112765,C788330,Male,61,Clothing,1,300.08,Cash,11/8/2021,Mall of Istanbul
I390309,C157114,Female,28,Clothing,4,1200.32,Debit Card,22/01/2022,Metropol AVM
I631622,C249911,Female,41,Clothing,4,1200.32,Cash,7/10/2022,Mall of Istanbul
I159485,C925003,Male,27,Clothing,3,900.24,Cash,12/11/2022,Metrocity
I338051,C303675,Female,56,Cosmetics,3,121.98,Credit Card,3/3/2021,Metrocity
I131832,C134212,Male,26,Cosmetics,2,81.32,Cash,28/02/2023,Mall of Istanbul
I805545,C299944,Female,26,Cosmetics,4,162.64,Debit Card,9/1/2022,Kanyon
I872507,C146936,Male,35,Cosmetics,4,162.64,Cash,17/07/2022,Mall of Istanbul
I128450,C131405,Male,33,Clothing,5,1500.4,Credit Card,21/11/2021,Kanyon
I654051,C436002,Male,67,Clothing,4,1200.32,Cash,4/9/2022,Metrocity
I120963,C106108,Male,67,Food & Beverage,5,26.15,Credit Card,5/2/2022,Mall of Istanbul
I305964,C167260,Male,60,Shoes,2,1200.34,Debit Card,13/11/2022,Metrocity
I106812,C124832,Female,27,Souvenir,1,11.73,Cash,4/4/2022,Mall of Istanbul
I216889,C122371,Male,57,Clothing,2,600.16,Credit Card,16/03/2022,Mall of Istanbul
I295433,C220749,Male,23,Clothing,2,600.16,Credit Card,3/4/2022,Kanyon
I701524,C109312,Female,31,Clothing,3,900.24,Credit Card,1/12/2021,Cevahir AVM
I236088,C409967,Female,30,Food & Beverage,3,15.69,Credit Card,20/03/2022,Forum Istanbul
I119255,C606069,Male,40,Toys,5,179.2,Cash,20/05/2021,Cevahir AVM
I160601,C700837,Male,18,Food & Beverage,3,15.69,Cash,6/3/2021,Kanyon
I365422,C123705,Male,50,Food & Beverage,4,20.92,Cash,27/04/2021,Istinye Park
I107172,C867214,Female,50,Cosmetics,3,121.98,Debit Card,18/12/2021,Cevahir AVM
I547402,C179153,Female,26,Cosmetics,5,203.3,Cash,9/3/2022,Metropol AVM
I196022,C455132,Male,67,Food & Beverage,3,15.69,Debit Card,13/11/2022,Cevahir AVM
I123087,C125266,Female,35,Cosmetics,4,162.64,Cash,27/01/2022,Mall of Istanbul
I623947,C635788,Female,26,Clothing,1,300.08,Credit Card,12/5/2021,Cevahir AVM
I105910,C124984,Male,63,Clothing,3,900.24,Debit Card,20/03/2022,Metrocity
I317545,C232777,Female,58,Shoes,4,2400.68,Cash,18/07/2022,Mall of Istanbul
I145079,C234418,Male,27,Shoes,5,3000.85,Credit Card,20/02/2023,Metrocity
I291316,C275605,Male,31,Cosmetics,5,203.3,Credit Card,3/2/2022,Zorlu Center
I323641,C224747,Female,58,Cosmetics,1,40.66,Debit Card,15/07/2022,Forum Istanbul
I265128,C235656,Female,49,Cosmetics,5,203.3,Cash,5/5/2021,Kanyon
I409227,C285691,Female,23,Clothing,5,1500.4,Credit Card,20/08/2022,Zorlu Center
I125963,C138689,Female,22,Clothing,5,1500.4,Cash,3/10/2021,Mall of Istanbul
I269356,C179408,Female,47,Souvenir,2,23.46,Credit Card,4/3/2021,Viaport Outlet
I752248,C434528,Male,63,Shoes,4,2400.68,Cash,6/9/2022,Zorlu Center
I552098,C650600,Female,23,Cosmetics,4,162.64,Cash,14/08/2022,Forum Istanbul
I936167,C155246,Female,24,Shoes,5,3000.85,Credit Card,26/12/2022,Kanyon
I155510,C201792,Male,44,Food & Beverage,1,5.23,Credit Card,3/2/2022,Metropol AVM
I290616,C119622,Male,51,Shoes,2,1200.34,Cash,22/01/2021,Metrocity
I187750,C267675,Female,28,Clothing,5,1500.4,Cash,26/03/2021,Metrocity
I375681,C238572,Male,27,Cosmetics,1,40.66,Credit Card,2/1/2021,Kanyon
I291854,C128919,Male,27,Food & Beverage,1,5.23,Credit Card,8/3/2023,Metrocity
I390681,C833549,Female,56,Clothing,3,900.24,Debit Card,13/12/2021,Kanyon
I331146,C271067,Female,54,Shoes,2,1200.34,Credit Card,25/04/2022,Metropol AVM
I255884,C281138,Female,40,Cosmetics,2,81.32,Credit Card,4/10/2022,Mall of Istanbul
I317649,C152152,Male,27,Toys,1,35.84,Credit Card,6/7/2021,Kanyon
I761186,C232217,Female,37,Clothing,2,600.16,Cash,24/09/2022,Kanyon
I222865,C155489,Male,23,Toys,2,71.68,Debit Card,16/02/2023,Metrocity
I299269,C151216,Male,48,Souvenir,1,11.73,Cash,2/3/2022,Forum Istanbul
I987861,C265180,Female,53,Clothing,4,1200.32,Credit Card,9/11/2022,Istinye Park
I233096,C267354,Female,48,Shoes,2,1200.34,Cash,9/10/2022,Mall of Istanbul
I242770,C220733,Female,29,Cosmetics,3,121.98,Cash,25/02/2022,Mall of Istanbul
I990506,C117551,Female,64,Clothing,1,300.08,Credit Card,29/01/2021,Zorlu Center
I169056,C180827,Male,60,Shoes,5,3000.85,Credit Card,11/10/2021,Metropol AVM
I136140,C336982,Male,65,Technology,5,5250,Debit Card,8/1/2021,Metropol AVM
I643231,C330141,Male,29,Toys,4,143.36,Cash,3/2/2021,Kanyon
I222478,C235120,Female,46,Food & Beverage,5,26.15,Credit Card,24/08/2021,Metropol AVM
I181186,C893387,Female,58,Technology,3,3150,Credit Card,22/03/2022,Mall of Istanbul
I928680,C215238,Female,69,Clothing,2,600.16,Credit Card,27/02/2023,Istinye Park
I731303,C239860,Female,20,Toys,3,107.52,Debit Card,27/09/2022,Zorlu Center
I261905,C117331,Male,62,Shoes,1,600.17,Credit Card,6/7/2021,Metropol AVM
I336454,C292330,Female,24,Toys,5,179.2,Debit Card,29/07/2022,Kanyon
I577074,C165179,Male,59,Technology,2,2100,Debit Card,3/10/2022,Kanyon
I214763,C970938,Male,66,Clothing,2,600.16,Cash,25/12/2022,Kanyon
I273821,C261972,Female,22,Clothing,5,1500.4,Debit Card,13/10/2021,Emaar Square Mall
I583577,C264940,Female,51,Souvenir,3,35.19,Cash,30/12/2021,Kanyon
I844331,C108720,Female,51,Books,4,60.6,Debit Card,19/11/2021,Metropol AVM
I131248,C106056,Female,54,Shoes,1,600.17,Cash,6/9/2022,Cevahir AVM
I226752,C366100,Male,69,Technology,3,3150,Credit Card,4/4/2021,Viaport Outlet
I365264,C310174,Male,48,Clothing,1,300.08,Cash,21/03/2021,Metropol AVM
I109275,C373629,Female,39,Clothing,2,600.16,Debit Card,9/5/2022,Mall of Istanbul
I156250,C305027,Female,46,Technology,5,5250,Credit Card,6/10/2022,Metropol AVM
I752514,C149706,Female,32,Food & Beverage,3,15.69,Cash,16/05/2022,Mall of Istanbul
I150297,C126223,Male,40,Clothing,3,900.24,Credit Card,14/07/2021,Kanyon
I179232,C631547,Female,22,Clothing,1,300.08,Debit Card,8/10/2022,Mall of Istanbul
I192706,C628039,Female,58,Shoes,2,1200.34,Cash,18/06/2021,Emaar Square Mall
I295964,C183305,Male,49,Clothing,3,900.24,Cash,17/10/2022,Emaar Square Mall
I621473,C205451,Female,19,Technology,3,3150,Debit Card,3/2/2022,Mall of Istanbul
I506499,C278505,Male,48,Cosmetics,1,40.66,Credit Card,12/10/2021,Istinye Park
I306925,C160482,Female,64,Clothing,4,1200.32,Cash,19/02/2021,Mall of Istanbul
I215246,C967701,Female,39,Clothing,5,1500.4,Cash,26/08/2021,Kanyon
I818779,C732778,Female,64,Cosmetics,5,203.3,Cash,18/05/2022,Forum Istanbul
I274835,C224926,Male,37,Food & Beverage,2,10.46,Cash,24/04/2021,Metrocity
I125475,C278100,Female,47,Clothing,4,1200.32,Cash,9/12/2021,Forum Istanbul
I325916,C124870,Female,61,Toys,1,35.84,Cash,13/04/2022,Mall of Istanbul
I126941,C742428,Male,54,Shoes,1,600.17,Credit Card,27/06/2021,Metrocity
I296268,C428500,Male,32,Technology,3,3150,Credit Card,20/01/2021,Forum Istanbul
I180239,C170616,Female,54,Cosmetics,1,40.66,Cash,14/08/2022,Mall of Istanbul
I151488,C318329,Female,64,Food & Beverage,2,10.46,Cash,28/10/2022,Cevahir AVM
I123297,C682196,Male,46,Clothing,3,900.24,Cash,11/2/2023,Istinye Park
I303577,C219074,Male,50,Shoes,1,600.17,Credit Card,30/03/2022,Kanyon
I238688,C250378,Male,35,Food & Beverage,5,26.15,Cash,23/01/2023,Kanyon
I152792,C671572,Male,47,Clothing,5,1500.4,Credit Card,19/04/2021,Kanyon
I181141,C216107,Female,25,Cosmetics,1,40.66,Cash,20/09/2022,Forum Istanbul
I301951,C227787,Female,26,Cosmetics,2,81.32,Credit Card,14/11/2021,Metrocity
I693146,C305812,Female,67,Clothing,1,300.08,Debit Card,13/11/2022,Metrocity
I183410,C334968,Female,48,Toys,1,35.84,Credit Card,30/01/2021,Metropol AVM
I319657,C333399,Female,29,Food & Beverage,3,15.69,Cash,11/6/2021,Kanyon
I294916,C127883,Male,24,Cosmetics,3,121.98,Cash,8/11/2022,Metrocity
I923302,C235969,Female,19,Shoes,4,2400.68,Credit Card,5/8/2022,Istinye Park
I332025,C211622,Female,67,Souvenir,3,35.19,Credit Card,8/4/2022,Metrocity
I375967,C767641,Male,49,Clothing,3,900.24,Cash,10/7/2021,Istinye Park
I325987,C550829,Male,54,Toys,4,143.36,Credit Card,2/2/2021,Kanyon
I711763,C136075,Female,62,Clothing,1,300.08,Debit Card,25/11/2022,Forum Istanbul
I846931,C324073,Female,63,Clothing,1,300.08,Credit Card,21/09/2021,Metropol AVM
I659761,C144584,Female,47,Clothing,1,300.08,Credit Card,18/01/2021,Kanyon
I297424,C184291,Female,30,Clothing,3,900.24,Debit Card,30/11/2021,Viaport Outlet
I204648,C222073,Female,40,Souvenir,1,11.73,Debit Card,20/03/2022,Mall of Istanbul
I272211,C134276,Female,62,Cosmetics,2,81.32,Cash,20/03/2021,Kanyon
I195587,C528686,Female,42,Food & Beverage,2,10.46,Cash,18/02/2021,Kanyon
I256268,C253077,Male,35,Technology,2,2100,Cash,27/07/2021,Metrocity
I184020,C241977,Female,18,Cosmetics,4,162.64,Credit Card,20/11/2022,Forum Istanbul
I717492,C315861,Male,31,Technology,2,2100,Cash,15/12/2022,Kanyon
I241740,C144940,Female,58,Cosmetics,5,203.3,Cash,18/07/2022,Mall of Istanbul
I109984,C299695,Female,33,Toys,1,35.84,Cash,25/07/2021,Kanyon
I322738,C318478,Male,26,Clothing,2,600.16,Cash,16/02/2021,Metropol AVM
I229885,C162378,Male,36,Cosmetics,2,81.32,Cash,24/10/2022,Metrocity
I206989,C191607,Male,38,Books,1,15.15,Debit Card,14/07/2021,Mall of Istanbul
I124132,C315262,Female,55,Shoes,2,1200.34,Credit Card,20/12/2022,Mall of Istanbul
I293607,C155403,Male,45,Technology,5,5250,Cash,8/1/2021,Metrocity
I214167,C224593,Male,18,Books,2,30.3,Cash,6/6/2021,Forum Istanbul
I826876,C259882,Male,42,Toys,4,143.36,Credit Card,9/11/2021,Kanyon
I217031,C302421,Female,65,Cosmetics,2,81.32,Cash,18/01/2023,Metrocity
I165111,C207706,Female,20,Toys,5,179.2,Cash,13/09/2022,Emaar Square Mall
I103353,C316179,Female,24,Food & Beverage,5,26.15,Cash,14/07/2021,Kanyon
I210959,C201596,Female,37,Toys,2,71.68,Credit Card,4/4/2021,Metrocity
I934237,C645351,Male,22,Clothing,4,1200.32,Cash,29/06/2022,Mall of Istanbul
I954949,C455955,Female,41,Clothing,1,300.08,Cash,23/09/2021,Zorlu Center
I339624,C139856,Female,25,Clothing,3,900.24,Debit Card,23/08/2021,Cevahir AVM
I402376,C309926,Male,34,Shoes,5,3000.85,Cash,10/9/2022,Forum Istanbul
I119363,C247280,Female,21,Toys,5,179.2,Credit Card,18/11/2022,Forum Istanbul
I170649,C311187,Female,32,Souvenir,3,35.19,Debit Card,11/2/2023,Emaar Square Mall
I200460,C589524,Female,64,Technology,1,1050,Debit Card,2/4/2021,Kanyon
I251185,C171802,Male,21,Shoes,2,1200.34,Cash,22/01/2021,Mall of Istanbul
I160098,C829066,Female,36,Clothing,4,1200.32,Cash,1/9/2022,Metrocity
I118105,C273423,Female,29,Cosmetics,1,40.66,Cash,23/05/2022,Viaport Outlet
I194949,C246145,Female,22,Cosmetics,4,162.64,Cash,20/12/2021,Istinye Park
I322732,C261253,Male,34,Clothing,3,900.24,Credit Card,25/05/2022,Emaar Square Mall
I257072,C265995,Female,44,Clothing,1,300.08,Credit Card,1/5/2021,Kanyon
I705113,C693115,Male,39,Clothing,5,1500.4,Cash,30/03/2022,Istinye Park
I299253,C265636,Female,21,Food & Beverage,3,15.69,Credit Card,23/03/2021,Emaar Square Mall
I263594,C298866,Female,32,Food & Beverage,3,15.69,Cash,11/2/2021,Metrocity
I467833,C280825,Female,55,Food & Beverage,3,15.69,Cash,27/09/2021,Metropol AVM
I760931,C140004,Female,46,Clothing,1,300.08,Cash,24/06/2021,Zorlu Center
I702091,C183692,Male,64,Clothing,3,900.24,Cash,2/11/2022,Mall of Istanbul
I280230,C193228,Female,27,Food & Beverage,4,20.92,Credit Card,19/07/2021,Metrocity
I181019,C881519,Male,33,Toys,3,107.52,Cash,4/7/2022,Metropol AVM
I104737,C681572,Female,62,Food & Beverage,1,5.23,Credit Card,15/01/2022,Zorlu Center
I245646,C301090,Male,27,Souvenir,2,23.46,Cash,27/02/2021,Kanyon
I101588,C769285,Female,63,Clothing,3,900.24,Cash,17/05/2021,Kanyon
I547490,C514676,Female,45,Shoes,3,1800.51,Debit Card,30/12/2021,Metrocity
I100192,C161234,Male,57,Clothing,1,300.08,Debit Card,17/11/2021,Mall of Istanbul
I188513,C772223,Male,44,Books,1,15.15,Credit Card,9/2/2022,Mall of Istanbul
I522461,C175848,Female,68,Toys,3,107.52,Credit Card,25/10/2022,Mall of Istanbul
I201316,C100900,Female,30,Cosmetics,2,81.32,Debit Card,5/11/2021,Metropol AVM
I203527,C540812,Female,31,Clothing,2,600.16,Debit Card,9/3/2021,Forum Istanbul
I311007,C256280,Female,56,Cosmetics,3,121.98,Credit Card,11/12/2022,Metrocity
I565285,C178462,Male,20,Cosmetics,2,81.32,Cash,9/6/2022,Mall of Istanbul
I211723,C350947,Female,45,Cosmetics,5,203.3,Debit Card,30/11/2021,Kanyon
I231009,C233525,Female,28,Clothing,2,600.16,Cash,19/11/2022,Kanyon
I194990,C720163,Female,37,Cosmetics,1,40.66,Cash,23/11/2021,Metropol AVM
I147448,C257732,Female,54,Cosmetics,5,203.3,Cash,9/11/2022,Metrocity
I108573,C232894,Female,58,Cosmetics,5,203.3,Credit Card,27/11/2022,Viaport Outlet
I108141,C630260,Female,58,Souvenir,5,58.65,Cash,19/01/2022,Metropol AVM
I261787,C600593,Female,23,Food & Beverage,2,10.46,Credit Card,27/10/2022,Kanyon
I879059,C189146,Female,32,Clothing,1,300.08,Cash,4/5/2021,Forum Istanbul
I100700,C831975,Female,60,Clothing,4,1200.32,Credit Card,24/10/2021,Viaport Outlet
I273604,C158971,Female,22,Cosmetics,4,162.64,Cash,1/4/2021,Cevahir AVM
I268164,C977203,Male,57,Toys,3,107.52,Debit Card,18/11/2022,Kanyon
I327762,C775268,Male,60,Cosmetics,2,81.32,Debit Card,14/04/2021,Metrocity
I169439,C327887,Female,51,Technology,1,1050,Cash,20/10/2021,Viaport Outlet
I957299,C263392,Female,44,Books,1,15.15,Debit Card,4/1/2022,Viaport Outlet
I316510,C242605,Female,38,Technology,2,2100,Credit Card,30/09/2022,Metropol AVM
I335841,C308844,Female,32,Technology,1,1050,Cash,20/09/2022,Kanyon
I755598,C200944,Female,51,Toys,2,71.68,Credit Card,25/03/2021,Mall of Istanbul
I153300,C246069,Female,67,Clothing,2,600.16,Credit Card,12/10/2021,Emaar Square Mall
I277277,C180761,Female,24,Technology,2,2100,Debit Card,15/09/2022,Metrocity
I292263,C163495,Female,49,Clothing,2,600.16,Cash,28/05/2022,Forum Istanbul
I275436,C332465,Female,27,Cosmetics,2,81.32,Credit Card,2/3/2021,Mall of Istanbul
I263112,C126627,Female,34,Souvenir,2,23.46,Credit Card,15/07/2022,Kanyon
I317732,C181853,Female,44,Food & Beverage,3,15.69,Cash,9/1/2021,Istinye Park
I216442,C310582,Male,49,Toys,1,35.84,Debit Card,19/05/2022,Forum Istanbul
I223446,C259706,Male,40,Clothing,5,1500.4,Credit Card,19/10/2021,Cevahir AVM
I207856,C332604,Female,40,Clothing,5,1500.4,Credit Card,28/02/2021,Mall of Istanbul
I729986,C448362,Female,65,Clothing,2,600.16,Credit Card,29/05/2022,Forum Istanbul
I431680,C317814,Male,68,Clothing,4,1200.32,Cash,2/1/2023,Istinye Park
I154231,C261767,Female,45,Clothing,2,600.16,Credit Card,29/05/2022,Mall of Istanbul
I305124,C215626,Male,34,Cosmetics,3,121.98,Debit Card,7/6/2022,Kanyon
I126814,C559704,Male,61,Shoes,4,2400.68,Credit Card,5/8/2021,Metrocity
I115898,C258625,Female,49,Clothing,1,300.08,Credit Card,18/11/2022,Emaar Square Mall
I206433,C101875,Female,57,Food & Beverage,1,5.23,Debit Card,7/9/2021,Mall of Istanbul
I397321,C191120,Female,69,Clothing,3,900.24,Cash,20/01/2023,Forum Istanbul
I102437,C329779,Female,54,Clothing,2,600.16,Cash,17/11/2021,Kanyon
I141588,C388457,Female,50,Souvenir,4,46.92,Cash,27/01/2022,Zorlu Center
I195937,C140563,Male,41,Clothing,3,900.24,Credit Card,3/9/2021,Metrocity
I189668,C259554,Female,52,Cosmetics,3,121.98,Cash,16/04/2021,Mall of Istanbul
I286182,C305935,Male,34,Souvenir,1,11.73,Debit Card,18/02/2022,Metrocity
I130939,C507525,Male,64,Clothing,1,300.08,Cash,22/04/2022,Istinye Park
I574226,C274701,Male,23,Shoes,2,1200.34,Debit Card,9/5/2021,Cevahir AVM
I178489,C315979,Male,50,Clothing,4,1200.32,Cash,9/9/2022,Istinye Park
I113616,C304448,Male,64,Clothing,2,600.16,Cash,24/09/2021,Cevahir AVM
I870701,C243460,Female,22,Cosmetics,5,203.3,Debit Card,20/07/2022,Kanyon
I145560,C244678,Male,45,Food & Beverage,4,20.92,Debit Card,25/04/2021,Metrocity
I106860,C110523,Female,51,Food & Beverage,1,5.23,Cash,21/05/2022,Kanyon
I135899,C147016,Male,35,Shoes,3,1800.51,Debit Card,17/02/2023,Kanyon
I306604,C826074,Female,47,Cosmetics,4,162.64,Cash,28/03/2022,Zorlu Center
